Creation Time,Marketplace Type,Service Category,Location,Questions and Answers,Preferred Providers,Status
Sun Mar 20 03:38:57 UTC 2022,SERVICE_MARKETPLACE,Resume Writing,14623,"1. What type of resume? LinkedIn profile,Traditional resume 2. What stage of resume writing are you in? I need revisions to an existing resume 3. Where are you in your career? In school 4. Which industries are you focused on? Technology 5. How would you like to work with the resume writer? I am comfortable working virtually 6. What are your goals in seeking a resume writer? Anything else the resume writer should know? (Optional) I am a masters student in data science at Rochester institute of technology. I need help in making my resume standout and get shortlisted by ATS.",,APPROVED
